Yorum,Puan,Tarih,Yıl,Ay
"Eğer kampanyaları kullanacaksanız inanılmaz avantajlı bir uygulama, özellikle Turkcell müşterisiyseniz. Bankaların aksine kampanyalardan faydalanmak için 200-250tl'lik harcamalarınız bile yetiyor. Fatura ödeme ve kıymetli maden işlemleri bu yılın sonuna kadar ücretsiz yapılmış. Kimlik doğrulama problemleri yaşıyorsanız Turkcell bayisine gidip kolayca çözebilirsiniz. Müşteri hizmetlerini mesai saatleri içerisinde ararsanız çok rahat ulaşabilir ve kaliteli hizmet alabilirsiniz.",5,2025-09-24 16:22:31,2025,9
iyi,5,2025-09-24 15:03:36,2025,9
kayıt oluşturamıyorum hatq veriyor işlemi şuan gerçekleştiremiyoruz diyor,1,2025-09-24 11:10:29,2025,9
giriş yapamıyorum uygulamaya işleminizi gerceklestiremiyiruz yazısıyla karşılaşıyorum sürekli,2,2025-09-23 09:58:25,2025,9
",................,..................................,şifre belirlemek istiyorum farklı sayılar kullanıyorum artı fatura yansıt tarih güncelleme var diyor..,,,...........,...........,,..,....................................................",1,2025-09-23 08:46:13,2025,9
merhaba şifremi unuttum giriş yapamıyorum yeni sifrede alamıyorum uygulama sorunlu sanirim yardımcı olur musunuz,3,2025-09-22 16:45:35,2025,9
KIMLIK DOGRULAMASINI GERCEK GORUNTUYLE UYUSTURAMIYOR BİLE DAHA SONRA TEKTAR DENEYİNİZ İSLEMİNİZİ GERCEKLESTİREMİYORUZ UYARISI VERİYOR CUZDAN OLARAK KULLANILABİLECRK BİR UYGULAMA DEĞİL GELİSTİRİLMESİ GEREKİYOR.,1,2025-09-22 16:05:03,2025,9
giriş yapamıyorum. işleminizi gerçekleştiremiyoruz. güvenlik nedeniyle oturumunuz sonlandırılmıştır diyor. Türkiye'nin en pahalı operatörünün müthiş (!) uygulaması bu kadar oluyor,1,2025-09-21 18:36:13,2025,9
play store girdiginde para girmeyelim,1,2025-09-21 17:29:01,2025,9
iki de bir salla topla mesajı geliyor bakıyorum bişey yok,5,2025-09-21 11:56:18,2025,9
merhabalar ben önceden bilmeden bir sürü sanal kart oluşturdum silmeye çalıştım ama olmadı yeni kart eklemeye çalıştım maksimum adete ulaştı diyor boşuna markettrn paycell kartı aldım lütfen şu sanal kartları silermisiniz,5,2025-09-21 10:27:52,2025,9
Hemen yetkili birileri görsün giriş yapmıyor param var içinde ayıp,3,2025-09-21 08:55:51,2025,9
sürekli şifre istiyor hiçbir işe yaramıyor yukmeye hiç gerek yok,1,2025-09-20 11:17:36,2025,9
"güncellemeyle, turkcell hattıma paycell üzerinden tl yada paket yüklemek istediğimde, ana ekrana atıyor sorunun düzeltilmesini istiyorum android. sürüm 8.0 , diğer işlemlerde hiçbir sorun yok kullanabiliyorum.",3,2025-09-20 06:29:39,2025,9
"Neden Turkcell değil de ""Turktell"". Bu bir yazım hatası mı ?",3,2025-09-20 01:42:34,2025,9
Cok iyi,5,2025-09-19 21:36:44,2025,9
diğer operatör için de acık olsaydı güzel olurdu,1,2025-09-19 17:25:58,2025,9
internet paketleri sadece 3 defa alınabiliyor gerçekten berbat sınırsız hediye alabilmek çok iyi olurdu,1,2025-09-19 16:17:57,2025,9
ben kazan kazandan oynadım ilkkinde para çekti ama puanımı vermedi sonra denedim oldu ama iki kere para çekildi lütfen yardımcı olurmusunuz,3,2025-09-19 09:33:24,2025,9
çok iyi,5,2025-09-18 23:45:47,2025,9
benim paycl hep gövenlik nedeniyle açılmiyor nebiçim uygulamadır anlamadım hiç memnun değilim,1,2025-09-18 23:18:58,2025,9
bu kartla ne kadar çok telefon alabilirim,1,2025-09-18 21:06:50,2025,9
"ne yapsam ne etsem kimlik dogrulamasi yapamiyorum, hata veriyor uygulama. uygulamanin icindeki destek bolumunden sorunu bildireyim dedim, orda da hata verdi. bu nasil bi uygulama ya? insanlar burda para sakliyor ve kullaniyor.",1,2025-09-18 15:37:35,2025,9
stabil değil,1,2025-09-18 12:05:01,2025,9
Özellikler şok marketlerde alışverişlerde sürekli sıkıntı çıkaran bir program.,1,2025-09-17 18:52:57,2025,9
çok iyi özellikle marketlerde geçmesi,5,2025-09-17 16:00:26,2025,9
salla topla bi işime yaramıyo 100 puan veriyo diyenin sırası gelince bidaha bitiyo düzeltin,1,2025-09-17 14:57:49,2025,9
Türkiye TEKiRDAG CORLU ve HAMZA SARIŞIN ALGÜL ve 👍💙💛💯💫🖐️.,5,2025-09-16 19:57:12,2025,9
abonelik ücreti,1,2025-09-16 16:32:17,2025,9
geliştirilmeli,5,2025-09-16 03:23:24,2025,9
Paycell Tiko surekli sorunlu giriş yapılmıyor veya kullanılmıyor sosyal medyada büyümeyi buradan yapamiyoruz,1,2025-09-15 23:03:31,2025,9
reklam çıktı geç tuşuna bastım ama inmişti kendini zorla indirtti,1,2025-09-15 21:31:56,2025,9
veli onayı istiyor tüm ailemi yapıyorum kaç oldu olmuyor birde karta para verdik 2 gündür de O kadar ugraşıyoruz ayıp kardeşim,1,2025-09-15 19:43:28,2025,9
uygulamaya giriş yapamıyorum kod geliyor giriş yapamıyorum ama kodu giriyor um diyor ki para isteme sıtatusu dolmustur,1,2025-09-15 13:34:22,2025,9
Uygulamadan kimlik doğrulaması yapamıyorum ve neden olmadığı ile ilgili yönlendirme de yapamıyor.,1,2025-09-15 09:40:11,2025,9
mükemmel,5,2025-09-14 23:02:26,2025,9
berbat bi uygulama şifreyi değiştir diyorum kodu gönderiyor tamam onuda giriyoz sonra diyo paycell servisi arayın diyor lan bu ne saçma iş telefon numaramı girdim şifreyi değiştir işte neden bukadar uzatıyorsunuz yüklemiyorum bidaha,1,2025-09-14 22:28:01,2025,9
"Birikmiş puanlarımdan Yemeksepeti için kupon aldım, uygulamaya kodu girince bu kupon belirli müşteriler içindir diye uyarı veriyor ve kodu eklemiyor. Boş yere puanımı yediniz.",1,2025-09-14 22:11:52,2025,9
çok kötü bir uygulama,1,2025-09-14 22:06:21,2025,9
kafasına göre abonelık yapmış bu nedir,1,2025-09-14 20:06:28,2025,9
Çok güzel uygulama memnun oldum,5,2025-09-14 17:17:28,2025,9
mükemmel bir uygulama,5,2025-09-14 15:08:39,2025,9
açılmıyor güvenlik sorusun da kalıyor kullanacağımı sanmıyorum daha başlamadan sorun,1,2025-09-14 14:37:14,2025,9
İlk olarak Uygulama gayet kullanışlı bunu belirtmem gerekiyor uzun süredir kullanıyorum ve son zamanlarda uygulama arayüzü olsun kampanyaları olsun iyi bir şekilde gelişti hatta kampanyaları yüzünden daha fazla kullandığım oldu. diyeceksiniz neden 3 yıldız verdin sebebi hediyeler kısmı sadece 3 hak var puanları bazen internetim bitiyor diyorum puanımda varken alayım 1 gb ama gel görki hakkın bitmiş ve hak gelene kadar puanında süresi bitiyor lütfen ya 5 hak yapın yada istediğimiz kadar alalim,3,2025-09-14 13:33:37,2025,9
"Yüklemeye demez b,, Gibi",1,2025-09-13 17:16:52,2025,9
bütün sifrelerimi unuttum ve peyselde kimlik dogrulamasi yapamıyorum bir uygulamaya girecem ama ödeme yapamadığım için giremiyorum,1,2025-09-12 20:21:24,2025,9
türktelekom hattında paycel puanından yararlanıyormu,5,2025-09-12 03:05:00,2025,9
Muzaffer Cicilli B ehliyet sınavını 94 puanla gecti Muzaffer cicilli B ehliyet sınavını 98 puanla gecti geçti,5,2025-09-12 01:49:20,2025,9
uygulamada paytiko arama yaptıktan sonra üzerine tıklayınca uygulamyı kapatıyor atıyor yardım edin,1,2025-09-11 13:44:55,2025,9
Guzel bir uygulama teşekkür ederim,5,2025-09-11 02:50:04,2025,9
çok iyi bir uygulma çok beğeniyorum,5,2025-09-10 12:20:00,2025,9
ne para transferi yapiyor ne de alisveris hic bir ise yaramiyor,5,2025-09-09 16:50:13,2025,9
son 3 gundur dogrulama kodu glmiyor...,1,2025-09-09 14:34:33,2025,9
"veli beyanı ekranı denilen bir kısım var faturaya yansıt kullanılması için bilgileri giriyorsun son kısımda işlem başarısız uygulamayı güncelleme istiyor, sonrasında destek hattından destek istiyorsun her seferinde uygulamayı güncelle diyorlar ekran görüntüsü atıyorsun video at diyorlar vs sonuçta 7 defa uygulamayı sildim ve yeniden yükledim sonuç başarısız sistemin eksikliği sonucunda uğraşıp duruyorsun",1,2025-09-09 14:22:40,2025,9
3es emi s,4,2025-09-09 12:26:59,2025,9
begenmiyenler yuklemesin aq. Bence mükemmel bir uygulama 10/10'luk yani.,5,2025-09-08 23:05:17,2025,9
turkcelden çıkmak üzereyim 1 donem fatura yatirmadigimiz için hemen hattimizi kapatiyorsunuz oyuzden en kısa zamanda kapatacam hattimi,1,2025-09-08 21:14:43,2025,9
hocam şifre yenilemek istiyorum müşteri hizmetlerine aktarıyor 20 yıllık türkcell hattıma saygısızlıktır bu,1,2025-09-08 17:50:57,2025,9
berbat 1 yildızı dahi hak etmiyor hesabımdan 4 kere bir miktar para çekilmeye calışildı bunun için paycellin müşteri hizmetleri numaraları her neyse şikayet için arıyorum fakat bir türlü ulaşamıyorum üstüne hesabımi kendim dahi kapatamıyorum bir turkcel şubesine gitmeme gerek yada iletişime geçerek kapatmam gerekiyor bu nasıl bir hizmet,1,2025-09-08 16:22:35,2025,9
tasarımı en kötü uygulamalardan biri türkcell li olmasam uygulamanın yüzüne bile bakmam Papara gibi bir arayuz gelmeli,3,2025-09-07 19:58:08,2025,9
🥰😍🤩,5,2025-09-07 07:25:51,2025,9
arkadaşlar indirmeyin insanları kazikliyolar Google player oyun indirdiniz deyip her ay siz farkına varmadan para kesiyolar sonr aaradiginizda paycell le alakasi yok diyolar ben çok aşırı paralar ödedim sakın paycell e indirmeyin ben aylardır paralarimi. iadesini b kliyorum hâlâ ödeme yok dolandiriyolar,1,2025-09-07 02:44:50,2025,9
Uygulamasında kampanyaları çok iyi stotify ve YouTube gibi uygulamada yarı geri vermesi iyide şu para transfer ücret alması çok saçma onunda kaldırılırsa tam 10 numara bir uygulama olur bence,4,2025-09-06 21:30:10,2025,9
Ben adımı nasıl değiştirebilirim?,4,2025-09-05 20:47:29,2025,9
Çok güzel kazandığım kuponla 2 tane bazuka tavuk döver ve kutu kolayı 137 ₺ alabiliyorum,5,2025-09-05 19:40:25,2025,9
heryerden para kesiyor kesinlikle kullanmayın iptal için 1 saat uğraştım,1,2025-09-05 18:45:21,2025,9
veli beyanı işlemini bir türlü tamamlayamadı güncel versiyonu yükle diyor zaten güncel versiyonu yuklu,1,2025-09-05 14:34:06,2025,9
ana sayfada bakiye gözükmüyor düzelt çabuk,2,2025-09-05 09:43:19,2025,9
normal,4,2025-09-04 20:22:56,2025,9
hiç memnun diilim hesabım bloke oldu onca param boşuna gitti,1,2025-09-04 19:40:02,2025,9
Teşkürler,5,2025-09-04 13:29:46,2025,9
paycell bir hediyeden 2 kez alabiliyoruz e kalan puanlarım haftaya gidicek napcam ben,5,2025-09-04 00:01:53,2025,9
yaklasık 1 aydır kullanıyorum gayet memnunum QR ödeme yapıyorum para transferlerin sorunsuz banka hesabı acamayanlara tavsıye ederım en azından turkcell guvencesınde bı muhattap bulabılırsın,5,2025-09-03 21:05:39,2025,9
paysell den ödeme yapınca neden 48 TL aylık ekstra işlem bedeli alınıyor y...h yani,1,2025-09-03 14:35:08,2025,9
kimlik doğrulama yaparken hata veriyor bir türlü düzgün program yapamadınız,1,2025-09-03 13:34:00,2025,9
öncelikle 5 yıldızı öne çıkması için Verdim şikayetim nfc olmayan telefonlara ayrımcılık neden yapılıyor Zaten bu dönemde Çoğu telefonda nfc ozelliği yok ben bu Kartı kullanmak istiyorum ama nfc Ozelliğim yok ve nfc Ozelliği olan bir telefonda kullanmıyorum lütfen buna jr çözüm bulun,5,2025-09-03 13:11:39,2025,9
Hiçbir faydası yok. Tamamen para tuzağı. hakkı 1 yıldız bile değil. Sakın indirmeyin.,1,2025-09-03 13:09:22,2025,9
daha berbat daha saçma boş bir uygulama yapmak isteselerdi bu kadar kötü yapamazlardı,1,2025-09-03 09:31:50,2025,9
çok güzel yeni kart çıkarın artık,4,2025-09-03 04:37:29,2025,9
Üye ol veya giriş yap yazan kısıma tıklıyorum direkt giriş yapa atıyor daha kartı aktif etmedim direk giriş yapa atıyor,5,2025-09-02 14:19:21,2025,9
Kimlik doğrulama bir türlü gerçekleşmiyor. Tam bir işkenceye dönüştü:(,3,2025-09-01 21:06:21,2025,9
güvenli olmayan yazılım tespit edildi diyor girmiyor hata veriyor. kullanamiyacagimiz bir uygulama,1,2025-09-01 10:21:15,2025,9
çok iyii,5,2025-09-01 04:20:08,2025,9
karaktersiz hirsizlar,1,2025-09-01 01:25:44,2025,9
yaw arkadaş insanlarla dalgamı geçiyorsunuz internet şifresi süresi doldu diyor ne kadar kombinasyon şifresi yazdiysam kabul etmiyor sizin yapacağınız uygulamanın amk,1,2025-08-31 14:00:33,2025,8
kimlik bilgileri okundu kabul ediliyor.sonra hata veriyor. Tekrar başa dönüyor. 1 saattir uğraşıyorum,1,2025-08-31 00:48:14,2025,8
teşekkürler,5,2025-08-30 19:24:41,2025,8
şifremi unutmamak için ne hallere giriyorum yeni güncelleme ile daha da zorlaştırdınız 24 saatte 1 kere şifre değiştirebiliyoruz bu çok kötü olmuş... burdan sonrasını susmayı tercih ederim 🤮🤮,1,2025-08-30 09:47:39,2025,8
bu kadar berbat saçma sapan dengesiz ne yaptını bilmediğen bi uygulama yapmışlar düzeltin şu uygulamayı,1,2025-08-30 09:08:46,2025,8
böyle rezalet uygulama görmedim uygulamaya girerim para transferi yaparım tabi yapabilirsem puan desen kendiliğinden siliniyor verdiği puanda 100 artık kime yeterse artık vodafone ye geçmek daha mantıklı,1,2025-08-29 17:38:53,2025,8
Herşeye çok komisyon kesiyor işlem yaparken hata veriyor hic memnun olmadım hesabımı sileceğim,1,2025-08-29 15:33:54,2025,8
çok güzel,5,2025-08-29 04:03:12,2025,8
Sırf öne çıksın diye 5 yıldız verdim yoksa 1 yıldızı bile haketmiyor. Ben paycell uygulamasını kullanmıyorum yüklü de değil ama paycellden bana masraf çıkartıyorlar paycell uygulamasından yapılan işlemlerden dolayı düzeltilmiyor da,5,2025-08-28 23:16:06,2025,8
yardımcı,5,2025-08-28 19:23:03,2025,8
kimlik gorulama turksel 500tistedi,4,2025-08-28 17:47:56,2025,8
beğenerek kullanıyorum,5,2025-08-28 13:03:30,2025,8
berbtttt,1,2025-08-27 22:15:58,2025,8
(bence) çok kötü Galatasaray büyüktür Fenerbahçe Ülker Anadolu lisesi yazılımı ile çevrilmiştir çevirilerle eklediği içeriklerde telif hakkı bildirimi ve kolayca paylaşabilirsiniz ne zaman,1,2025-08-27 12:41:41,2025,8
çok iyi,5,2025-08-27 00:41:05,2025,8
1 yıldız bile hakketmiyor yazikkk,1,2025-08-27 00:13:57,2025,8
Rezalet gerçekten rezalet Yeni paycell kartı aldım fiziksel kart ekleye tıklıyorum herşeyi giriyorum interneti kapatınız diyorsunuz üstelik kapatınca da internet yok diyip açtırıyorsunuz rezalet,1,2025-08-26 10:19:22,2025,8
harika,5,2025-08-26 03:25:17,2025,8
bazı telefonlarda e-postayı girdikten sonra ilerlenmiyor gelmesini istediğim bazı kişiler gelemedi eğer bu hata olmasaydı daha çok kişi gelebilirdi ve sadece tek seferde 500 puan aktarabiliyorum bunu da dikkate alırsanız sevinirim,2,2025-08-25 20:56:49,2025,8
güzel,5,2025-08-25 20:48:42,2025,8
iyi,5,2025-08-25 15:40:15,2025,8
kimlik doğrulama yapılmıyor kimlik okundu görünüyor sonradan hata veriyor tekrar kaç kere uğraştım,1,2025-08-25 12:34:41,2025,8
üstte görünsün diye 5 yıldız verdim fatura ödemelerinde onay kodu mesajı gelmiyor,5,2025-08-25 11:13:05,2025,8
berbat,1,2025-08-25 01:00:05,2025,8
çok iyi tavsiye ederim,5,2025-08-24 20:23:37,2025,8
"Hiç bir şekilde hesabı doğrulayamıyorum, numara değiştiremiyorum, kartlarımı yönetemiyorum. An itibariyle TCMB verilerine göre 65 adet elektronik para kuruluşu var ve hiç biri her hangi bir işlem için ekran kaydı veya mobil internet kullanımı talep etmiyor. Paycell güvenilmez, kullanılabilir değil, etikten uzak bir yapı. Hayatı kolaylaştırmak yerine sadece zorlaştırıyor.",1,2025-08-24 18:29:46,2025,8
daha giremedim bile kod gelmiyor çok kez denedim,1,2025-08-24 14:57:40,2025,8
"kullanıcıların bahsettiği hatalar sorunlar bende de var. uygulamaya girilemiyor. defalarca arama, info ve yardım uzantılı adrese mail atma. değişen birşey yok. hesabımda puanşar var onlarla ekstra data almak istiyorum alamıyorum. iptal edilen uygulama aidat ödeme hesabıma yansımıyor.. hesabıma giremiyorum. yazıklar olsun",5,2025-08-24 13:30:21,2025,8
Bu Proğramı nasıl iptal edilen,1,2025-08-24 00:44:23,2025,8
berbat,1,2025-08-23 23:44:30,2025,8
"Çok kötü bir uygulama 6 yıldır kullandığım hat paycell uygulamasında İbrahim diye birisinin adına görünüyor paycell,sözde Turkcell'in bir kuruluşu ama turkcell'in müşterilerinden haberleri yok Turkcell ile paycell'in müşteri hat numaralarını senkronize etmeleri o kadar da zor bir şey değil...",1,2025-08-23 16:56:57,2025,8
çok kötü bır uygulama,1,2025-08-23 16:27:20,2025,8
çok boş bi uygulama .. 5 bin veriyor üstüne dünya kadar faiz ekliyor.. yasal hırsızlık indirmeyin kulanmayın.,1,2025-08-23 11:24:00,2025,8
merhabalar telefonum uygulamayi açmıyor yardımcı olursanız sevinirim,3,2025-08-23 10:45:43,2025,8
"Paycell’i severek kullanıyorum. Netflix, Spotify gibi popüler üyeliklerin eklenmesi çok güzel olmuş. Ancak Türkiye’nin dijital platformu “Tabii” üyeliğinin de Paycell üzerinden alınabilmesini çok isterim. Fatura ya da bakiye ile ödeme seçeneği büyük kolaylık sağlar. Umarım en geç Eylül’e kadar bu üyelik de eklenir. Teşekkürler 🙏",5,2025-08-23 00:27:10,2025,8
"Uygulama çok güzel ama ödemeler kısmında şans oyunları ödemesi olsa daha güzel olur. Nesine, Misli vs gibi",5,2025-08-23 00:24:30,2025,8
"Turkcell numaramı zaten siz kapattırdınız, paycell'e şimdi giriş yaparken neden ""artık bu numaraya erişimim yok"" doğrulaması entegre etmezsiniz ki? Paycell hesabıma şimdi hiçbir şekilde erişemiyorum. Sadece 2 deneme hakkı sunuldu ve paycell hesabım dondurursa eski numarama artık erişimim olmadığı için hesabı kurtaramayacağım, niye uğraştırıyorsunuz bu kadar? Yeni paycell hesabımda da fast işlemleri için kimlik doğrulama yaptırıyor, kimliğin size ait olduğunu doğrulayamadı hatası alıyorum. Kötü",1,2025-08-23 00:13:22,2025,8
"alakasız ödemeler geliyor, niye için da bilgim yok",1,2025-08-22 14:28:19,2025,8
kaç senedir giriş yapmayı deniyorum ve hiçbir zaman giriş yapamadım bu uygulamayı hiç sevmedim yüklemeyin,1,2025-08-22 10:58:35,2025,8
Kayıt yapılmıyor,1,2025-08-22 03:11:18,2025,8
günlerdir ugraşıyorum ama numarama kod gelmiyor,4,2025-08-21 21:57:25,2025,8
uygulama da yeni şifre diyor giriyorum devam seçeneği aktif hale gelmiyor nasıl bir saçma bir uygulama wodofonda böyle bir saçmalık YOK !!!!!!!!!!,2,2025-08-21 18:28:40,2025,8
Paycel teknik sorunları bitmiyor. Müşteri hizmetlerinden hiçbir yanıt alamadığım gibi uygulamadaki teknik sorun konusunda bildirim de alınmıyor. Şikayet etmem borcumu ödemem engellendi. Neymiş öneri alınabiliyormuş. Sanki süper işliyor da! Uygulama aylardır dekont vermiyor her defasında finansel arıyoruz!? Yasal mı ödeme onayı vermemek? Kamuya açık paylaşacağım şikayetlerimi. Herkes görsün,1,2025-08-21 18:23:11,2025,8
harika,5,2025-08-21 15:22:16,2025,8
❤️❤️❤️❤️❤️❤️❤️ çok güzel olmuş eline sağlık,5,2025-08-21 14:20:38,2025,8
kimlik doğrulama ve yüz tarama rezalet ötesi. Kimlik bana ait yüz benim yüzüm ama beni tanımıyor ve işlem yapamıyoruz 😅,1,2025-08-21 11:42:41,2025,8
iyi,5,2025-08-20 19:36:43,2025,8
neden sadece NFC özellikli cihazlarda kimlik onayı yapılıyor şuan NFC özelliği bulunmadığı için hesabımı onaylayamiyorum,3,2025-08-20 19:28:40,2025,8
bir siz vardınız hayatımıza karışmayan sizde karıştınız tam oldu istediğim şifreyi koyarım sizene yakında hattı değiştiricem zaten faturam 350 TL den 750 TL ye yükseldi artık kendi kendinize alırsınız hatları,5,2025-08-19 21:08:09,2025,8
👍,5,2025-08-19 17:36:40,2025,8
İki taraftan dinleyebilir,5,2025-08-19 15:48:14,2025,8
Gayet güzel.,5,2025-08-19 15:07:32,2025,8
on numara beş yıldız 🥰,5,2025-08-19 12:36:22,2025,8
Paycell Üzerinden 229 tl ( HTP CLICK N Play ) Diye Fatura Yansıtılmış Fatura Ödemeniz Var Diye Mesaj Gönerip Tek Tuşla Faturayı Ödeyen Türkcell PAYCELL Üç Saat Müşteri Hizmetleri ile Görüşme Sonunda Hiç Bir Sonuç Üretemedi Birde 458 Paycell Puan Kazanmışız Habersiz Bizden Başka Herkes Memnun Anlayacağınız Paycell Halkın Parasıyla Uyanıkları Besliyor Yeni Sloganımız Türkcell Paycell le Yaylan Hayattan,1,2025-08-18 21:03:55,2025,8
ben bu kadar salak bi uygulama görmedim yüzünü okutuyorum kimlikteki ve yüzünüz aynı olmali diyor aynı zaten ne biçim bi uygulama yaptiniz bune be,1,2025-08-18 18:43:16,2025,8
haberim olmadan ne olduğunu bilmediğim paralar kesiliyor ve nedense kimsenin bir bilgisi yok,1,2025-08-18 10:20:13,2025,8
geç giriyor,2,2025-08-17 20:12:17,2025,8
"Bir Uygulama Neden Berbat Olur. soruyorum ,Cevap Veren Yok . Her Şeyden Komisyon Kesen Bir Paycell elektronik Ödeme Var Banka olsun Daha İyi Olur fatura yansit özelliği var Komisyon kesiyor Artı 3 Ay Bir 45 TL Aidat Alıyor Kart aldık 30 TL İade Yok Bunca Zaman Futura Yansıt Özelliğini kullanarak aldığım herseyden toplam 650 TL Para kesti Neden Ben Fazla para ödüyorum Yani Tukcell Olmak Beni Üzdü keske Ne paycell Uygulamasını Ne Tukcell Hattını Kullansaydım Kimseye Tavsiye Etmiyorum",1,2025-08-17 03:49:57,2025,8
ne işe yaradığını öğrenemedik uygulamanın malesef kac aydır turkcelliyiz indirdik kurduk girsi yapiyorsun kod gelmiyor en sonumdada hatali giris yaptin 24 saat sonra tekrar deneyin diyor giremedikki hatali girsek,1,2025-08-15 20:11:37,2025,8
almadığım bir ürün faturama yansıtılıyor nasıl iptal edebilirim,1,2025-08-15 18:02:54,2025,8
doğru düzgün puan vermiyorsunuz herzaman 100 puan veriyorsunuz en kısa sürede bunu düzeltin 😡😡😡😡😡😡😡,5,2025-08-15 16:24:30,2025,8
çok saçma bir uygulama yapacağın her işlem için ayrı bir doğrulama istiyor hesap açtığıma pişman oldum,1,2025-08-15 01:28:04,2025,8
paysell kartı dahi aktif hale getirilmiyor,1,2025-08-14 23:13:20,2025,8
alışveriş iadesinden gelen parayı 1 hafta sonra anca hesaba geçiriyorlar,1,2025-08-14 23:07:10,2025,8
süresi dolan şifremi yenilemiyor. o yüzden kullanamıyorum,1,2025-08-14 15:52:49,2025,8
üye olmak istiyorum hiçbir şekilde giriş yapamıyorum telefonuma kod gelmiyor,1,2025-08-14 07:47:42,2025,8
çok güzel bir uygulama 18 yaşından küçük olmama rağmen her şey yapabilitorsunuz,5,2025-08-14 00:27:47,2025,8
giriş yapamıyorum yeter,3,2025-08-13 21:41:31,2025,8
"ulan hani eyvallah uygulama çok güzel ise yarar, ama paycell bakiyemi paycell karta aktarmak istesem 2.000 tl icin 200 tl kesiyor. Aynı şekilde taksitle ürün almak istesem 3 taksit ile 1000 tl lik ürün 1500 tl oluyor birde aylık karta yansıtma ücreti diye bir şey var hiçbirşey yapmasanız bile her ay faturanıza 50 tl yansıyor bildiğiniz Adam Asmaca. 😒",1,2025-08-13 18:58:07,2025,8
QR kod ile ödemede yeni nesil pos cihazlarında(Beko x30tr) işlem yapamıyorum.Pos cihazında QR kodun çevresi mavi renk olduğundan okuma yapmıyor.Bu konuda güncelleme yapılması gerekiyor. Her seferinde mağdur oluyorum.,1,2025-08-13 13:56:09,2025,8
biz turkcell gitmeyi akıl edemedik zaten. adam gelmiş turkcell e git diyo kardeşim turkcell biz yapamıyoruz diyo paycel biz yapamıyoruz diyo niye varsnınızaq o zaman,1,2025-08-13 10:25:58,2025,8
uygulama güzel hoşta bı güncelleme yapın ya selfi çek diyo cekiyom kimlikteki ile aynı değilsin diyo yav tabi aynı olmam kaç yıl önceki fotoğrafım Allah aşkına şunu bı düzetin yav kartlarim arası para transferi sorunu yaşıyorum onuda bu halledin,4,2025-08-13 04:48:36,2025,8
kartımı eklemeye çalışıyorum ama internet bağlantınız yok diyo ama internet var kart numaranız geçerli değil diyo,1,2025-08-12 20:22:24,2025,8
Kurtarma kodunu güncellemeden uygulamayı açmıyor. Tüm komutları yerine getirdim doğru ve uygun bir kod belirledim ancak asla devam et tuşu aktif olmuyor. Google play den yansıtılan ücreti göremiyorum çünkü uygulama asla açılmıyor. Uygulamam güncel.,1,2025-08-12 14:59:22,2025,8
şifre yenile diyor yenileyemiyorummmm size ne benim şifremden,1,2025-08-12 09:53:12,2025,8
dünyanın en sorunlu uygulaması olabilir,1,2025-08-12 08:35:27,2025,8
iade paralarını 1 hafta falan bekletiyorlar vasat uygulama,1,2025-08-11 22:59:24,2025,8
"Hiç birşekilde para aktarımı sağlayamadım çok uğraştım olmadı ,mevcut yorumlara bakılınca uygulamanın bir çok eksiği mevcut olmalı ki hemen hemen bir çok kullanıcı memnun değil bende dahil. 5 yıldız verdim yukarılarda gözüksün.",5,2025-08-11 13:50:28,2025,8
3 yıl sonra tekrar üyeliğimi aktifleştirdim.Bana yeni numaralı paycell kart vermesine rağmen 15₺ inaktif kart aidatı kesmiş.,1,2025-08-11 09:07:20,2025,8
kimlik doğrulama işlemi var ama bir türlü halledilmiyor. Bütün şartları sağlamama rağmen üstelik. Gerçekten cok cok kotu acilen duzeltilmesini tale ediyorum.,1,2025-08-10 12:35:22,2025,8
uygulama ya giriyorum 5 sn sonra bi uyarı ekranı çıkıyor uzun süre işlem yapmadığınız için oturumunuz sonlanacaktir diye alttaki Devam tuşuna basıyorum ama oturumu sonlandırip sistemden atıyor.ivedilikle çözüm bulunmasını istiyorum bunun yüzünden işlem de yapamıyorum,1,2025-08-10 10:31:55,2025,8
bir defa indirdim sildim uygulamayi her ay paycell islemi diye para kesiyor. bu ne saçma bisey ya . derhal duzeltin bunu,1,2025-08-10 07:10:55,2025,8
"para yatırırken hiç bir sorun olmadığı, çekmeye veya kullanmaya kalktığında sürekli hata,uyarı, müşteri hizmetleri, size dönecezler asla donmemeler .. kardeşim liseli öğrencilere mi yaltirdniz şu uygulamayı",1,2025-08-10 01:25:44,2025,8
Paycell almayın ödeme işlemlerinde hep sorun yaşanıyor özellikle amazonda 5 kere denedim sorun olup duruyor uygulamanın tek güzel tarafı kampanyaları,1,2025-08-09 22:55:28,2025,8
davet ettim puan verilmedi berbat kimse kullanmasın,5,2025-08-09 17:09:59,2025,8
şifremin süresi dolmuş matematik te ne kadar ihtimaller varsa denedim olmuyor bizim bilmediğimiz başka sayılar mı var düzgün bişey yapsanız şaşarım zaten,5,2025-08-09 06:14:41,2025,8
harika,5,2025-08-09 00:47:47,2025,8
hesabima 405 lira attim 400 tl cekmeye gittim hesabjnizda bakiye bulunmamaktadir diyo parami geri istoyorum eger cozulmezse param gidicek,5,2025-08-08 22:27:01,2025,8
25 yılı aşkın süredir türkcell kullanıyorum 😊,5,2025-08-08 19:00:47,2025,8
kahır olsun reklamlar,1,2025-08-08 14:48:44,2025,8
Hariks,1,2025-08-08 06:50:33,2025,8
