lemmas,Puan,Tarih
['iyi'],5,2020-11-20 04:52:21
"['harika', 'beğendi']",5,2020-11-20 04:23:15
"['puan', 'kazan', 'çalış', 'salla', 'neden']",1,2020-11-20 01:09:47
"['arkadaşlarimi', 'davet', 'tüh', 'siz', 'yaptiginiz']",1,2020-11-20 01:02:25
"['say', 'aycell', 'aile', 'aylık', 'yüklem', 'aycell', 'kartimiza', 'ekxra', 'paket', 'uyukla', 'ila', 'ara', 'i̇nternet', 'aycell', 'salla', 'kazan', 'üzeri', 'salla', 'yaptigim', 'zaman', 'puan', 'aile', 'ila', 'puan', 'ekxra', 'aycell', 'kart', 'üzeri', 'yüklem', 'yaptigimiz', 'zaman', 'tam', 'geri', 'parti', 'biz', 'komisyon', 'bayi', 'yüklem', 'yaptigimiz', 'zaman', 'ila', 'ara', 'ücret', 'kes', 'aylık', 'hesap', 'mil', 'üst', 'düzelt', 'sevin']",5,2020-11-20 00:19:46
"['arkadaş', 'aycell', 'puan', 'sil', 'kimse', 'puan', 'topla', 'puan', 'sil', 'kadir', 'puan', 'topla', 'sonunda', 'puan', 'sil', 'kadar', 'alisveris', 'belli', 'ücret', 'hediye', 'insan', 'hediye', 'yalan', 'dol', 'kan', 'mil', 'turkcell', 'böyle', 'kot', 'gör']",1,2020-11-20 00:15:21
"['aycell', 'üzeri', 'dolandır', 'ihtimal', 'yüksek', 'iade', 'isle', 'tam', 'duzenbazlik', 'sistem', 'hayır']",1,2020-11-19 23:33:43
"['güzel', 'tavsiye']",5,2020-11-19 23:15:21
['mükemmel'],5,2020-11-19 23:05:18
"['tek', 'kelime', 'mükemmel']",5,2020-11-19 22:42:59
"['hesap', 'limit', 'gözük', 'yardım', 'bekle']",2,2020-11-19 22:42:05
"['teşekkür', 'turkcell', 'harikabiz', 'siz', 'güç', 'güç', 'kattıksizde', 'biz', 'destek']",5,2020-11-19 22:39:35
"['berbat', 'türlü', 'gir', 'şifre', 'doğrula', 'reddet', 'çözüm', 'üre', 'reddet']",1,2020-11-19 22:17:30
"['efsane', 'hediye', 'güzel', 'beğendi']",5,2020-11-19 21:30:40
['süper'],5,2020-11-19 21:27:29
['güzel'],5,2020-11-19 21:13:37
"['iyi', 'iyi']",2,2020-11-19 21:08:16
['pro'],5,2020-11-19 21:02:57
['özel'],5,2020-11-19 20:36:48
"['i̇nternet', 'üzeri', 'paket']",5,2020-11-19 20:35:20
['süper'],5,2020-11-19 20:01:40
['idare'],3,2020-11-19 19:54:01
['iyi'],5,2020-11-19 19:51:23
['güzel'],5,2020-11-19 19:22:43
['güzel'],5,2020-11-19 19:20:51
['güzel'],5,2020-11-19 19:18:41
['süper'],5,2020-11-19 18:41:13
['güzel'],5,2020-11-19 18:35:35
['süper'],5,2020-11-19 18:34:43
"['gayet', 'iyi']",4,2020-11-19 18:03:21
"['turkcell', 'yara']",5,2020-11-19 17:34:46
"['uzun', 'zan', 'kullan', 'bırakmistim', 'tekrar', 'gir', 'iste', 'doğrul', 'şifre', 'yanis', 'kabul', 'don', 'yenile', 'eposta', 'yenile', 'gönder', 'gerek', 'lütfen', 'yardımcı', 'gir', 'yenile', 'eposta']",1,2020-11-19 17:17:48
['iyi'],5,2020-11-19 16:54:40
['süper'],5,2020-11-19 16:44:42
['kağıt'],1,2020-11-19 16:39:00
"['hesap', 'giriş', 'yapamiorum', 'sürekli', 'sıkıntı', 'yad', 'hesabi', 'dondurulmustr', 'diş', 'kullan', 'bide', 'berbat']",1,2020-11-19 16:37:20
['güzel'],5,2020-11-19 16:29:40
['güzel'],5,2020-11-19 16:07:08
['güzel'],5,2020-11-19 15:00:48
['harika'],5,2020-11-19 14:59:43
['süper'],5,2020-11-19 14:16:49
['süper'],5,2020-11-19 13:37:22
"['güzel', 'bedesten', 'i̇nternet', 'güzel', 'haket', 'mükemmel']",5,2020-11-19 13:28:17
['bilgi'],5,2020-11-19 13:22:06
['iyi'],5,2020-11-19 13:07:12
"['son', 'dönem', 'turkcell', 'area', 'yer', 'değiş', 'ankara', 'mamak', 'çek', 'kullan', 'oda', 'mbps', 'hız', 'paycelde', 'hafta', 'puan', 'puan', 'işlem', 'para', 'kesinti', 'hesap', 'para', 'kendi', 'kendi', 'azal']",1,2020-11-19 12:50:25
"['dene', 'gör', 'güzel']",5,2020-11-19 12:35:41
"['sallatoplada', 'fazla', 'puan', 'kupon', 'iyi', 'gine', 'i̇ldiz']",5,2020-11-19 12:21:46
['güzel'],5,2020-11-19 11:35:52
['iyi'],5,2020-11-19 11:32:46
['mükemmel'],5,2020-11-19 10:38:40
['iyi'],1,2020-11-19 10:37:37
['kot'],5,2020-11-19 09:08:09
"['resmen', 'tuzak', 'para', 'venice', 'oyun', 'sonra', 'indirim', 'yapicakmis', 'bak', 'sen']",1,2020-11-19 08:44:31
"['uygulaminizin', 'allah', 'bells', 'para', 'yükle', 'git', 'belli', 'bile', 'değil', 'saçma', 'sapan']",1,2020-11-19 06:39:29
['mükemmel'],5,2020-11-19 05:41:09
"['kampanya', 'iyi']",5,2020-11-19 03:43:31
['güzel'],5,2020-11-19 03:11:06
['güzel'],5,2020-11-19 03:06:49
['güzel'],5,2020-11-19 03:02:31
['sahne'],5,2020-11-19 02:11:22
['müqqw'],5,2020-11-19 02:06:29
['süper'],5,2020-11-19 01:34:01
"['kere', 'google', 'olay', 'yad', 'lütfen', 'rica']",2,2020-11-19 01:16:00
"['türktelekom', 'bin', 'puan', 'var', 'google', 'olay', 'kupon', 'alaca', 'market', 'gözük', 'neden']",1,2020-11-19 00:54:57
['güzel'],5,2020-11-19 00:52:58
['maşallah'],5,2020-11-19 00:43:51
"['işlem', 'gerceklestiremiyoz', 'hata', 'düzel', 'talep']",1,2020-11-19 00:16:01
['iyi'],5,2020-11-19 00:08:46
"['hafta', 'puan', 'düş', 'saçma']",1,2020-11-18 23:51:56
['iyi'],5,2020-11-18 23:35:18
"['hazır', 'limit', 'kullan', 'sürekli', 'menü', 'işlem', 'uyarı']",2,2020-11-18 22:45:30
['iyi'],5,2020-11-18 22:22:30
"['güzel', 'i̇nternet', 'paket', 'bit', 'birik', 'puan', 'tanimladim', 'teşekkür']",5,2020-11-18 22:21:47
['iyi'],5,2020-11-18 22:05:58
['müthiş'],5,2020-11-18 22:03:15
"['arkadaş', 'dene', 'süper']",5,2020-11-18 21:50:49
['güzel'],5,2020-11-18 21:16:39
['harika'],5,2020-11-18 20:53:06
['süper'],5,2020-11-18 20:12:12
['harika'],5,2020-11-18 20:12:06
['iyi'],5,2020-11-18 19:56:55
['harika'],5,2020-11-18 19:28:36
['iyi'],5,2020-11-18 19:21:59
['supeeerrrr'],5,2020-11-18 19:16:24
"['harika', 'sev', 'galiba', 'güncelle', 'kaçır', 'lütfen', 'güncelle']",4,2020-11-18 19:08:09
['güzel'],5,2020-11-18 18:59:19
"['iyi', 'güzel']",5,2020-11-18 18:54:55
"['yanlislikla', 'aysel', 'sanal', 'kart', 'para', 'yollamisim', 'buda', 'hatti', 'fatura', 'ekle', 'sanal', 'kart', 'kullan', 'parayida', 'geri', 'yollamiyolar', 'ayıp', 'ayıp', 'bedavadan', 'parti']",5,2020-11-18 18:35:17
['güzel'],5,2020-11-18 18:32:34
['harika'],5,2020-11-18 18:31:00
"['güzel', 'kart', 'kuriş']",5,2020-11-18 18:29:42
"['ömür', 'böyle', 'berbat', 'gör', 'sefer', 'yeni', 'şifre', 'iste', 'kimse', 'yükle', 'yemin', 'kötü', 'berbat', 'berbat', 'berbat', 'öte']",1,2020-11-18 18:18:00
['güzel'],5,2020-11-18 17:59:23
"['dost', 'süper']",5,2020-11-18 17:33:24
"['kod', 'öde', 'yıl', 'gör', 'iste']",4,2020-11-18 17:32:32
"['cokkk', 'iyi']",5,2020-11-18 17:14:26
['harika'],5,2020-11-18 17:09:08
"['muhteşem', 'pratik', 'bravo']",5,2020-11-18 16:39:46
"['coookkkk', 'guzeelll']",5,2020-11-18 16:06:20
"['sorun', 'heryer', 'kullan']",5,2020-11-18 15:55:40
['iyi'],5,2020-11-18 15:31:03
['süper'],5,2020-11-18 13:42:09
"['güzel', 'iyi', 'böyle', 'var']",5,2020-11-18 13:19:49
['güzel'],5,2020-11-18 13:04:44
"['iyi', 'paha']",5,2020-11-18 12:52:29
"['kullan', 'başla', 'şifre', 'unut', 'yenile', 'gine', 'gir', 'lütfen', 'düzel']",3,2020-11-18 12:40:19
['güzel'],5,2020-11-18 11:58:58
"['yalan', 'puan', 'hediye', 'i̇nternet', 'dolandrıçılar', 'türkel', 'hat', 'allah', 'bela', ""i̇nternet'tiniz"", 'baş', 'çal', 'dolandrçlar']",1,2020-11-18 11:26:53
['süper'],5,2020-11-18 11:02:49
['beğendi'],5,2020-11-18 10:58:16
['numara'],5,2020-11-18 10:47:11
['güzel'],5,2020-11-18 10:13:12
['boş'],1,2020-11-18 09:00:43
['iyi'],5,2020-11-18 08:59:01
['telefon'],1,2020-11-18 08:01:44
"['şok', 'market', 'yüklem', 'hala', 'bakiye', 'yükle', 'konu', 'çöz', 'yük', 'miktar', 'para', 'yükle', 'saat', 'sonra', 'sonuçlan', 'gün', 'geç', 'hala', 'yanıt', 'yok']",1,2020-11-18 06:35:42
['süper'],5,2020-11-18 04:07:53
['güzel'],5,2020-11-18 02:21:24
['numara'],5,2020-11-18 01:41:01
['iyi'],5,2020-11-18 01:12:55
"['üst', 'görün', 'yıldız', 'lakin', 'hafta', 'aşk', 'yükle', 'hala', 'kart', 'geç', 'böyle', 'rezil', 'gör', 'para', 'iade', 'konu', 'detay', 'ilet', 'müşteri', 'hizmet']",4,2020-11-18 01:08:54
"['şimdilik', 'güzel', 'yetkili', 'sınırla', 'iyi', 'gün', 'aynı', 'firma', 'saçma', 'sınır', 'kaldır', 'iyi', 'davet', 'puan', 'çöp', 'iyi']",5,2020-11-18 00:44:07
['harika'],5,2020-11-17 23:57:52
"['muhterem', 'bebek']",5,2020-11-17 23:31:32
['süper'],5,2020-11-17 23:20:41
"['baba', 'para', 'ulaş', 'hesap', 'eksil', 'kendi', 'hesap', 'işlem', 'var', 'baba', 'yok']",1,2020-11-17 23:20:32
"['gayet', 'olumlu']",4,2020-11-17 23:17:11
['gut'],5,2020-11-17 23:09:27
['iyi'],5,2020-11-17 22:59:17
"['iyi', 'tercih']",5,2020-11-17 22:38:19
"['zor', 'zaman', 'dost', 'banka', 'değil', 'kanka']",5,2020-11-17 22:26:52
"['bedava', 'i̇nternet']",3,2020-11-17 22:23:31
['iyi'],5,2020-11-17 21:47:00
"['iyi', 'güzel']",5,2020-11-17 21:26:08
"['fatura', 'anlaşma', 'hariç', 'ileri', 'teknoloji', 'güzel']",5,2020-11-17 21:18:32
"['süper', 'aycell']",5,2020-11-17 20:35:23
['süper'],5,2020-11-17 20:20:34
"['güzel', 'dene']",4,2020-11-17 19:32:39
"['bütün', 'harca', 'kolay', 'hallet']",5,2020-11-17 19:18:34
"['teşekkür', 'ederimhayet', 'olumlu']",5,2020-11-17 18:58:00
"['aycell', 'puan', 'kullanım', 'süre', 'tam', 'puan', 'birik', 'i̇nternet', 'çalış', 'hala', 'hafta', 'puan', 'hafta', 'aynı', 'gün', 'süre', 'bit', 'böyle', 'turkcell', 'çık', 'kesinlikle', 'zaten', 'eskiden', 'kullanım', 'süre', 'saçmalık', 'yok', 'şimdi', 'böyle', 'insan', 'birik', 'iste', 'tabii', 'siz', 'böyle', 'dinle', 'turkcell', 'çin']",1,2020-11-17 18:36:17
"['kullanım', 'kapsam', 'açıkla']",3,2020-11-17 18:15:45
"['türk', 'telekom', 'cep', 'fatura', 'öde', 'güncelle', 'gerekli']",3,2020-11-17 18:07:24
['güzel'],5,2020-11-17 18:05:18
['beğendi'],5,2020-11-17 17:51:44
['süper'],5,2020-11-17 17:19:42
"['numara', 'beş', 'yıldız', 'teşekkür', 'turkcell']",5,2020-11-17 17:15:02
"['son', 'derece', 'güzel', 'akıl', 'işlem', 'kolay', 'sağla', 'fakat', 'puan', 'konu', 'sorun', 'var', 'geçerli', 'süre', 'biraz', 'uzun', 'tarih', 'kullan', 'şekil', 'gine', 'takıl', 'gerek', 'hariç', 'herşey', 'kusur', 'görün', 'ayrıcalık', 'turkcell', 'mahsus']",5,2020-11-17 17:07:56
['güzel'],5,2020-11-17 17:06:45
"['arayüz', 'diğer', 'göre', 'iyi']",5,2020-11-17 17:03:41
"['imkan', 'sun', 'teşekkür']",5,2020-11-17 16:56:37
['güzel'],5,2020-11-17 16:49:52
['süper'],5,2020-11-17 16:48:29
['süper'],5,2020-11-17 16:48:29
['iyi'],5,2020-11-17 16:37:34
"['turkcell', 'demekgüven', 'turkcell', 'kalite', 'turkcell', 'demekiletişimin', 'amiral']",5,2020-11-17 16:32:50
"['gayet', 'güzel']",4,2020-11-17 16:21:51
"['aycell', 'puan', 'puan', 'son', 'kullanım', 'tarih', 'tarih', 'önce', 'bit', 'göster', 'örnek', 'puan', 'sind', 'bit', 'bit', 'kadar', 'bakmisim', 'bin', 'puan', 'git', 'kullan', 'kasten', 'yüz', 'i̇ldiz']",1,2020-11-17 15:19:07
['maşallah'],5,2020-11-17 15:03:05
['süper'],5,2020-11-17 14:49:43
['ebso'],5,2020-11-17 14:36:04
"['fena', 'değil']",4,2020-11-17 14:22:27
"['hazır', 'limit', 'getir', 'kullan']",1,2020-11-17 13:35:43
"['efsane', 'biseyyyyy']",5,2020-11-17 13:20:18
"['ebso', 'program']",5,2020-11-17 13:17:54
['güzel'],5,2020-11-17 13:11:09
"['herşey', 'ücret', 'paycelde', 'siz', 'türk', 'siz', 'hazır', 'bakiye', 'parsel', 'para', 'transfer', 'bile', 'ücret', 'kes', 'biraz', 'mustreri', 'memnuniyet', 'öncelik', 'bird', 'gönder', 'kes', 'banka', 'yapmamistir', 'güzel', 'turkcell', 'abone', 'hizmet', 'para']",2,2020-11-17 13:00:40
['iyi'],5,2020-11-17 12:59:46
['güzel'],5,2020-11-17 12:38:13
['iki'],5,2020-11-17 12:35:55
['süper'],5,2020-11-17 12:33:11
"['iyi', 'menü', 'kolay', 'sade', 'harca', 'kazan', 'efsane']",5,2020-11-17 12:31:18
['perfect'],5,2020-11-17 12:23:01
"['tek', 'kelime', 'harikaaaaa', 'başka']",5,2020-11-17 11:31:10
"['herkes', 'öner']",5,2020-11-17 11:18:42
"['herkes', 'sahip']",5,2020-11-17 11:00:01
['müthiş'],5,2020-11-17 10:32:29
"['beleş', 'para']",5,2020-11-17 10:19:11
['süper'],3,2020-11-17 09:57:25
"['kötü', 'kod', 'bile', 'giriş']",1,2020-11-17 09:44:38
"['kullanım', 'kolay']",4,2020-11-17 09:39:32
['iyi'],5,2020-11-17 09:34:51
['iyi'],5,2020-11-17 09:23:02
['iyi'],5,2020-11-17 09:11:50
['süper'],5,2020-11-17 09:10:51
"['dikkat', 'para', 'aycell', 'çöplük', 'ziyan', 'git', 'papara', 'kart', 'hiçbir', 'ücret', 'kuruş', 'dahi', 'kadar', 'kes', 'bird', 'cashback', 'özellik', 'var', 'dürüm', 'lira', 'lira', 'geri', 'cep', 'var', 'iyi', 'anlaş', 'firma', 'kadar', 'indirim', 'var', 'aycell', 'sıra', 'para', 'insan', 'sömür', 'bin', 'türlü', 'yol', 'ara', 'böyle', 'devam', 'paycelledittamam', 'tamam', 'inan', 'bak', 'öyle']",1,2020-11-17 09:04:00
"['şimdi', 'sor', 'ora', 'lira', 'bakiye', 'var', 'mesela', 'google', 'olay', 'başka', 'oyun', 'sat', 'alım', 'aycell', 'turkcell', 'mobil', 'öde', 'seç', 'kullan', 'bakiye']",5,2020-11-17 08:58:21
"['güzel', 'kart', 'kaya']",4,2020-11-17 08:46:16
"['ücret', 'kesim', 'fazla', 'sık', 'hediye', 'kısıt', 'sür', 'resmen', 'angarya', 'geliş', 'evet', 'finansal', 'yapım', 'banka', 'sistem', 'sadece', 'öneri', 'var', 'fazla', 'şık', 'hizmet', 'yetersiz']",1,2020-11-17 08:37:39
"['gaziantep', 'elektrik', 'fatura', 'aycell', 'öde', 'vodafone', 'kontur', 'aycell', 'yükle', 'sorum', 'cevap', 'yazın', 'lütfen']",1,2020-11-17 08:36:18
"['hediye', 'puan', 'kazan', 'deyip', 'harca', 'fatura', 'yansı', 'sakın', 'inan', 'hani', 'ata', 'söz', 'var', 'ana', 'baba', 'beleş', 'doğru', 'dün', 'düz', 'millet', 'sövüş', 'harca', 'dene', 'hak']",1,2020-11-17 08:28:14
"['teşekkür', 'hayat', 'buka', 'güzel', 'kolaylastirdiginiz']",5,2020-11-17 07:38:32
"['elektrik', 'fatura', 'öde', 'başka', 'banka', 'öde']",5,2020-11-17 07:32:52
"['hergün', 'puan', 'iyi']",5,2020-11-17 06:16:01
"['aycell', 'iyi', 'puan', 'var', 'dur', 'yer', 'sil', 'gerçekten', 'sinir', 'dır', 'böyle', 'sil']",4,2020-11-17 04:41:59
"['berbat', 'sistem', 'kart', 'kaybol', 'para', 'gün', 'bulun', 'teknoloji', 'dev', 'tokat', 'yad', 'sistem', 'idare', 'becerik', 'şirket', 'turkcell', 'yazık', 'yorum', 'dan', 'gün', 'sonra', 'cevap', 'yaz', 'çöz', 'özür', 'kabahat', 'beter', 'tam', 'becerik', 'ordu', 'turkcell', 'şirket', 'çöz', 'kardeş', 'sorun', 'çöz', 'hat', 'taşı', 'siz', 'para', 'nasib']",1,2020-11-17 04:33:05
['harikasiniz'],5,2020-11-17 03:03:23
['güzel'],5,2020-11-17 01:21:14
"['harika', 'kredi', 'kart', 'sadece', 'turkcell', 'fatura', 'öde', 'fatura', 'öde', 'maaş', 'bekle', 'turkcell', 'fatura', 'öde', 'kredi', 'kart', 'yatır', 'asgari']",5,2020-11-17 01:09:51
"['bütün', 'bura', 'gör', 'tesekkurler', 'turkcell']",5,2020-11-17 00:41:44
['iyi'],5,2020-11-16 23:37:44
['güzel'],4,2020-11-16 23:16:33
"['fena', 'değil', 'gine', 'iyi', 'yan', 'tavsiye']",4,2020-11-16 23:01:54
['güzel'],5,2020-11-16 22:47:08
['mükemmel'],5,2020-11-16 22:40:53
['mükemmel'],5,2020-11-16 22:29:17
"['son', 'gün', 'davet', 'kazan', 'beğendi', 'sağlık', 'git', 'davet']",5,2020-11-16 22:21:54
"['arkadaş', 'paycel', 'hesap', 'süre', 'kullan', 'sor', 'tekrar', 'kullan', 'güvenlik', 'sebep', 'hesap', 'don', 'telefon', 'kod', 'yeni', 'şifre', 'giriş', 'kod', 'yaz', 'türlü', 'giriş', 'zaman', 'aynı', 'söyle', 'işlem', 'gerçek', 'lütfen', 'düzel', 'artık']",1,2020-11-16 22:12:15
"['iyi', 'iyi']",5,2020-11-16 22:01:26
['harika'],5,2020-11-16 20:12:11
['hele'],5,2020-11-16 20:02:39
"['olay', 'store', 'geçerli', 'kullan']",5,2020-11-16 19:57:21
['güzel'],5,2020-11-16 19:46:05
['iyi'],5,2020-11-16 19:33:08
"['hediye', 'para', 'teşekkür']",5,2020-11-16 19:27:23
['iyi'],5,2020-11-16 19:24:45
['güzel'],5,2020-11-16 19:22:16
['mukenmrl'],5,2020-11-16 19:14:42
['perfect'],5,2020-11-16 19:06:02
"['puan', 'lazım', 'ayrıca', 'arkadaş', 'davet']",2,2020-11-16 18:55:47
"['paket', 'düşük', 'kardeş', 'öze', 'i̇nternet', 'iyi']",5,2020-11-16 18:45:50
"['soyguncu', 'tokat', 'kaç', 'kurtul']",1,2020-11-16 18:10:39
['güzel'],5,2020-11-16 18:09:39
['süper'],5,2020-11-16 17:35:21
['mukememl'],5,2020-11-16 17:21:07
"['türk', 'telekom', 'aycell', 'avantaj', 'türk', 'telekom', 'avantaj', 'neredeyse', 'yok', 'fatura', 'falan', 'bil']",3,2020-11-16 17:15:49
['harika'],5,2020-11-16 17:14:30
"['yıldız', 'bile', 'fazla']",1,2020-11-16 16:50:14
['güzel'],4,2020-11-16 16:38:50
['iyi'],5,2020-11-16 16:31:13
"['dolandırıcı', 'biç', 'kaftan', 'turkcell', 'dolandırıcı', 'çanak', 'tut', 'adım', 'aycell', 'hesap', 'anlık', 'gaflet', 'fayda', 'şifre', 'ara', 'turkcell', 'dolandırıcı', 'ortak']",1,2020-11-16 16:16:00
"['birazdaha', 'geliş', 'seviye']",5,2020-11-16 16:10:16
"['oyun', 'kampanya']",1,2020-11-16 16:09:19
"['sefer', 'mobile', 'taraf', 'ilgili', 'mesaj', 'bildiri', 'gönder']",1,2020-11-16 16:07:23
"['sakin', 'tef', 'cunku', 'para', 'yitir', 'gün', 'para', 'yetir', 'ney', 'kaç', 'gün', 'sür', 'para', 'yitir']",1,2020-11-16 15:50:41
['huuuu'],5,2020-11-16 15:46:57
"['müthiş', ""i̇nternet'in"", 'gir', 'puan', 'yet', 'i̇nternet', 'mükemmel']",5,2020-11-16 15:24:29
['numara'],5,2020-11-16 15:17:51
"['gerçekten', 'harika', 'aylık', 'öde', 'bura', 'hediye']",5,2020-11-16 14:40:33
['perfect'],5,2020-11-16 14:35:53
['iyi'],5,2020-11-16 14:33:47
"['gayet', 'iyi']",5,2020-11-16 14:31:20
"['mükemmel', 'turcellllll', 'kalite']",5,2020-11-16 14:15:54
"['kazan', 'puan', 'yok', 'bil', 'önce', 'öyle', 'değil', 'sorun', 'gider']",5,2020-11-16 13:45:00
['güzel'],5,2020-11-16 13:12:26
['ebso'],5,2020-11-16 12:53:04
"['berbat', 'tam', 'anlam', 'rezil']",1,2020-11-16 12:39:40
"['para', 'gönder', 'kolay']",5,2020-11-16 11:54:54
['süper'],5,2020-11-16 11:52:39
"['numara', 'beş', 'yıldız', 'tek', 'sıkıntı', 'var', 'oda', 'turkcell', 'iyi', 'iste', 'kadar', 'puan', 'topla', 'pub', 'zula', 'altın', 'falan', 'iyi', 'pub', 'zula', 'altın', 'turkcell', 'lazım', 'vodafone', 'türk', 'telekom']",4,2020-11-16 11:04:20
['supeerrrrrr'],5,2020-11-16 10:57:42
['güzel'],4,2020-11-16 10:53:41
"['mathis', 'akdil', 'yasir', 'yukleyebilmk']",5,2020-11-16 10:42:53
"['puan', 'var', 'i̇nternet', 'almiyo']",1,2020-11-16 10:15:30
"['puan', 'süre', 'sınır', 'saçma', 'resmen', 'insan', 'aldat']",1,2020-11-16 09:35:31
"['anla', 'para', 'aldat', 'kaza']",1,2020-11-16 09:35:27
['iyi'],5,2020-11-16 08:56:25
['boş'],1,2020-11-16 08:26:37
"['aferin', 'iyi']",5,2020-11-16 08:06:59
['kötü'],1,2020-11-16 06:55:06
['harika'],5,2020-11-16 03:31:28
['superrrrrr'],5,2020-11-16 02:54:15
['lise'],5,2020-11-16 02:30:05
['süper'],5,2020-11-16 01:28:13
['kot'],1,2020-11-16 01:20:29
"['kampanya', 'var', 'i̇nternet', 'siz', 'şikayet', 'şimdiden', 'teşekkür']",1,2020-11-16 01:06:31
['mükemmel'],5,2020-11-15 23:48:51
['harika'],5,2020-11-15 23:37:06
"['evet', 'huawei']",5,2020-11-15 23:34:08
"['süper', 'değil']",5,2020-11-15 22:58:51
"['kötü', 'para', 'yazık', 'yükle']",1,2020-11-15 22:57:06
"['yardımcı', 'davet', 'kod', 'puan', 'puan', 'yedi', 'çare', 'bulun', 'hala', 'hesap', 'puan']",1,2020-11-15 22:36:16
['güzel'],5,2020-11-15 22:32:10
['süper'],5,2020-11-15 22:19:52
"['salla', 'kazan', 'dan', 'puan', 'ertesi', 'hafta', 'geri', 'anla', 'hediye', 'birik', 'anlam', 'var', 'illa', 'para', 'harca', 'zorla']",1,2020-11-15 22:07:38
['başarı'],4,2020-11-15 21:57:54
['harika'],5,2020-11-15 21:34:39
"['iyi', 'değil']",1,2020-11-15 21:00:00
['harika'],5,2020-11-15 20:34:11
['güzel'],5,2020-11-15 20:23:17
"['allah', 'bells', 'halt', 'calismislar', 'asla', 'becer', 'kesinlikle', 'kullan', 'sakin', 'para', 'yatirmayin', 'paralizi', 'tek', 'turkcell', 'harca', 'fatura', 'öde', 'falan', 'hikaye']",1,2020-11-15 20:19:20
"['dene', 'beğen', 'reklam', 'dolu']",5,2020-11-15 20:18:30
['iyi'],5,2020-11-15 19:56:07
"['ole', 'iste', 'yıldız', 'bak', 'okuyan']",4,2020-11-15 19:39:18
"['güzel', 'tavsiye']",5,2020-11-15 19:32:45
['iyi'],5,2020-11-15 18:37:38
['efsane'],5,2020-11-15 18:17:15
['iyi'],5,2020-11-15 18:08:50
['iyi'],5,2020-11-15 17:11:58
"['harika', 'süper', 'yıldız']",5,2020-11-15 17:01:04
['mükemmel'],5,2020-11-15 16:59:47
['güzel'],1,2020-11-15 16:56:13
['iyi'],5,2020-11-15 16:37:59
"['süper', 'güzel', 'biraz', 'puan', 'dah', 'iyi']",5,2020-11-15 15:47:52
"['güzel', 'tek', 'kelime', 'harika']",5,2020-11-15 15:34:36
"['puan', 'var', 'olay', 'kod', 'sat', 'gözük', 'düzel', 'lütfen', 'rice', 'düzel', 'yıldız', 'ancak']",2,2020-11-15 15:21:52
['tır'],1,2020-11-15 15:20:12
['harika'],5,2020-11-15 15:14:36
['kullanişli'],5,2020-11-15 14:57:47
"['güzel', 'biraz', 'puan', 'beyaz']",5,2020-11-15 14:47:50
['harika'],5,2020-11-15 14:43:11
['güzel'],5,2020-11-15 14:42:26
['süper'],5,2020-11-15 14:21:13
"['iyi', 'değil', 'iyi', 'calısıyır']",5,2020-11-15 14:03:41
['hoş'],5,2020-11-15 13:29:55
"['iyi', 'puan']",5,2020-11-15 13:29:44
"['güzel', 'i̇nternet', 'kariyo']",5,2020-11-15 12:57:07
"['bam', 'bam', 'bam', 'beğen', 'bey']",5,2020-11-15 12:38:25
['iyi'],5,2020-11-15 12:33:47
['güzel'],5,2020-11-15 12:28:22
"['para', 'geç', 'yükle', 'para', 'sonradan', 'geç', 'biraz', 'konu', 'işle', 'güzel']",3,2020-11-15 12:25:22
"['arkadaş', 'hediye', 'gözük', 'mesela', 'olay', 'kod', 'falan', 'sebep', 'bil', 'var', 'lütfen']",5,2020-11-15 12:24:31
['iyi'],5,2020-11-15 12:00:14
"['cokkkkkk', 'guzelbir', 'yara', 'kart', 'herkes', 'tavsiye']",5,2020-11-15 11:51:09
['çokguzel'],5,2020-11-15 11:14:27
"['iyi', 'değil']",1,2020-11-15 11:01:21
['harika'],5,2020-11-15 11:00:02
"['bahane', 'banane']",5,2020-11-15 10:33:40
['iyi'],1,2020-11-15 10:29:30
['muhteşem'],5,2020-11-15 10:17:40
['metis'],5,2020-11-15 08:43:43
['iyi'],5,2020-11-15 08:00:07
['güzel'],5,2020-11-15 07:59:01
['süper'],5,2020-11-15 07:48:04
['süper'],5,2020-11-15 06:22:39
"['güzel', 'emek', 'geçen', 'herkes', 'teşekkür', 'hız', 'kes', 'devam', 'yeni', 'kampanya']",5,2020-11-15 05:16:25
['güzel'],5,2020-11-15 02:11:16
['güzel'],5,2020-11-15 01:26:35
"['turkcell', 'zaman', 'yıldız', 'geliş', 'sebep']",4,2020-11-15 00:40:37
['süper'],5,2020-11-15 00:39:38
['güzel'],5,2020-11-15 00:07:56
['mükemmel'],5,2020-11-14 23:47:05
['iyi'],5,2020-11-14 23:33:01
['harika'],5,2020-11-14 22:35:23
['güzel'],5,2020-11-14 22:30:04
"['kullan', 'destekle']",5,2020-11-14 22:29:23
"['beğen', 'başka', 'operatör', 'derin', 'fatura', 'öde']",1,2020-11-14 22:14:09
['harika'],5,2020-11-14 21:45:47
['süper'],5,2020-11-14 21:25:15
"['iyi', 'hoş', 'güzel', 'hoş', 'boş']",5,2020-11-14 21:21:54
['güzel'],5,2020-11-14 21:19:06
"['yeni', 'güncelle', 'davet', 'kazan', 'kod', 'yaz', 'yer', 'yok', 'lütfen', 'hata', 'düzelt']",3,2020-11-14 21:13:55
